date,Unnamed: 0,Accession,FTPLink,Id,PDAT,entryType,summary,taxon,title
2020-05-01,3604,GSE145976,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE145nnn/GSE145976/,200145976,2020-05-01,GSE,"Many DNA tumor viruses inhibit or repurpose host DNA repair pathways to evade viral defense mechanisms or promote their own replication. High risk genus α human papillomaviruses (α-HPVs) express two versatile oncogenes (α-HPV E6 and E7) that use both approaches simultaneously. To identify new interactions with DNA repair pathways, we conducted a computational analysis of gene expression in cervical cancer (CaCx) transcriptomic datasets and identified a frequent upregulation of translesion synthesis (TLS) genes. TLS polymerase genes, particularly the gene for POLη (POLH), did not follow this pattern. Characterization of α-HPV oncogene expressing cell lines and premalignant cervical tissue confirm these data. They also show that the increased TLS protein abundance come in response to nucleoside depletion. Primary and transformed cell lines to demonstrate that α-HPV E6 blocks POLη induction by degrading p53. Lack of POLη dooms the pathway, preventing it from facilitating tolerance of replication stress. Failed TLS results in replication fork stalling and collapse into deleterious double strand breaks in the DNA (DSBs). Consequently, cellular genome fidelity decreases in a manner consistent with the mutations that accumulate during CaCx progression. Alterations in TLS are determinants for the efficacy of the chemotherapeutics most often used to treat CaCx (cisplatin and carboplatin). Exogenous expression of POLη protected CaCx cells from cisplatin-associated toxicity/damage, effectively stabilizing their genome. TLS polymerase expression is also a prognostic factor in CaCx. Analysis of the cancer genome atlas database (TCGA) shows increased expression of these genes correlated with over a decade shorter median survival.",Homo sapiens,HPV E6 Impairs Translesion Synthesis by Blocking POLη Induction
2020-05-01,3605,GSE145896,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE145nnn/GSE145896/,200145896,2020-05-01,GSE,"Blockade of programmed death-1 (PD-1) reinvigorates exhausted CD8+ T cells, resulting in tumor regression in cancer patients. Recently, reinvigoration of exhausted CD8+ T cells following PD-1 blockade was shown to be CD28-dependent in mouse models. Herein, we examined the role of CD28 in anti-PD-1-induced human T-cell reinvigoration using tumor-infiltrating CD8+ T cells (CD8+ TILs) obtained from non-small cell lung cancer patients. Single cell analysis demonstrated a distinct expression pattern of CD28 between mouse and human CD8+ TILs. Furthermore, we found that human CD28+CD8+, but not CD28–CD8+ TILs, responded to PD-1 blockade irrespective of B7/CD28 blockade, indicating that CD28 co-stimulation in human CD8+ TILs is dispensable for PD-1 blockade-induced reinvigoration, and loss of CD28 expression rather serve as a marker of anti-PD-1-unresponsive CD8+ TILs. Transcriptionally and phenotypically, PD-1 blockade-unresponsive human CD28–PD-1+CD8+ TILs exhibited characteristics of terminally exhausted CD8+ T cells with low TCF1 expression. Notably, CD28–PD-1+CD8+ TILs had preserved machinery to respond to IL-15, and IL-15 treatment enhanced proliferation of CD28–PD-1+CD8+ TILs as well as CD28+PD-1+CD8+ TILs. Taken together, we demonstrate loss of CD28 expression as a marker of PD-1 blockade-unresponsive human CD8+ TILs with TCF1– signature and provide mechanistic insights into combining IL-15 with anti-PD-1.",Homo sapiens,PD-1 blockade-unresponsive human tumor-infiltrating CD8+ T cells are marked by loss of CD28 expression and rescued by IL-15
2020-05-01,3607,GSE145432,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE145nnn/GSE145432/,200145432,2020-05-01,GSE,This SuperSeries is composed of the SubSeries listed below.,Homo sapiens,Reducing metastases stiffness by targeting fibroblasts improves therapeutic outcome in colorectal cancer
2020-05-01,3608,GSE145429,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE145nnn/GSE145429/,200145429,2020-05-01,GSE,Analysis of colorectal primary tumors (pTU) and liver metastases (LM) tissue samples from patients and identify corresponding gene expression signatures,Homo sapiens,Reducing metastases stiffness by targeting fibroblasts improves therapeutic outcome in colorectal cancer [Tissue]
2020-05-01,3609,GSE145428,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE145nnn/GSE145428/,200145428,2020-05-01,GSE,Analysis of primary fibroblasts isolated from human colorectal primary tumors(CAFs) and liver metastases(MAFs) and identify corresponding gene expression signatures,Homo sapiens,Reducing metastases stiffness by targeting fibroblasts improves therapeutic outcome in colorectal cancer [Cells]
2020-05-01,3610,GSE145329,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE145nnn/GSE145329/,200145329,2020-05-01,GSE,"The newly identified liver-enriched gene 1 (Leg1) encodes a protein with characteristic Domain of Unknown Function 781 (DUF781/LEG1) domain constituting a protein family with only one member. Functional study in zebrafish suggested that Leg1 genes were involved in the liver development, while the platypus MLP homolog that was enriched in mammary gland and milk acts as an anti-bacterial substance. However, no functional study on eutherian Leg1s has been published at present. Thus, we first report here a functional prediction research in a cellular model. As previously reported, eutherian Leg1s could be classified into three paralogous groups. Pig has all three Leg1 genes, while human and mouse only have retained Leg1a. Hence, pig is an ideal model to study the gene function. RNA-seq was then performed by overexpression of pig Leg1s and platypus MLP in the HepG2 cells. Enrichment analysis showed that pLeg1a and pLeg1b might be of little function in the liver cell; however, pLeg1c was probably involved in the ER stress response and protein folding. Additionally, gene set enrichment analysis revealed that platypus MLP has anti-bacterial activity confirming the functional study in the platypus. Therefore, our study, from the transcriptomic perspective of view, concluded that the mammalian Leg1s have different functions in the liver cells due to subfunctionalization of the paralogous genes.",Homo sapiens,Transcriptomic prediction of pig Leg1s functions in HepG2 cells
2020-05-01,3611,GSE145180,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE145nnn/GSE145180/,200145180,2020-05-01,GSE,"We found GAP43 was significantly downregulated in colorectal cancer. So we reintroduced GAP43 to colorectal cancer cell line, and investigated the influence to cancer cells. In order to get the transcriptome-wide impact of GAP43 overexpression in colorectal cancer, we made stable transfected GAP43 in SW620 cancer cells, and mRNA-seq were performed (Sequenced with PE150, and 20M reads were generated.) This study provides the DEGs of GAP43 overexpressed and control colorectal cancer cells.",Homo sapiens,RNA-seq of GAP43 overexpressed and control SW620 cancer cells
2020-05-01,3612,GSE144909,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE144nnn/GSE144909/,200144909,2020-05-01,GSE,A significant proportion of differentially expressed genes were associated with extracellular matrix organization and extracellular structure organization.,Homo sapiens,The gene expression differences between pancreatic cancer cell lines and its high liver metastatic lines
2020-05-01,3616,GSE144608,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE144nnn/GSE144608/,200144608,2020-05-01,GSE,"Retinoic acid signaling regulates monocyte differentiation into dendritic cells or macrophages. We used microarrays to uncover gene expression changes associated with retinoic acid exposure in human monocytes. The immunosuppressive tumor microenvironment (TME) is a major barrier to immunotherapy. Within solid tumors, why monocytes preferentially differentiate into immunosuppressive tumor associated macrophages (TAMs) but not immunostimulatory dendritic cells (DCs) remains unclear. Using multiple murine sarcoma models, we found that the TME induced retinoic acid (RA) production by tumor cells, which polarized intratumoral monocyte differentiation towards TAMs and away from DCs via suppression of DC-promoting transcription factor Irf4. Genetic inhibition of RA production by tumor cells or pharmacologic inhibition of RA signaling within TME increased stimulatory monocyte-derived cells, enhanced T cell-dependent anti-tumor immunity and demonstrated striking synergy with immune checkpoint blockade. Further, RA responsive gene signature in human monocytes correlated with an immunosuppressive TME in multiple human tumors. RA has been long considered as an anti-cancer agent, but our work demonstrates its tumorigenic capability via myeloid-mediated immune suppression and provides proof of concept for targeting this pathway for tumor immunotherapy.",Homo sapiens,Expression data from cultured human monocytes
2020-05-01,3617,GSE144235,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE144nnn/GSE144235/,200144235,2020-05-01,GSE,"As complex mixtures, botanicals present unique challenges when assessing safe use, particularly when endpoint gaps exist that cannot be fully resolved by existing toxicological literature. Obtaining data for developmental and reproductive toxicity (DART) can be particularly difficult as this is a frequent data gap for botanicals. Here we explore in vitro receptor binding and enzyme activity assays as well gene expression studies as alternative tools to inform on DART relevent modes of action. Botanicals suspected to have DART effects in addition to herbs with a significant history of use were tested at biologically relevant doses to probe activity at a molecular level. Additionally, gene expression changes in a number of different cell types were analysed using the connectivity mapping approach (CMap) to identify modes of action through a functional read across approach. Together, these two data streams increase the confidence in predictions of biological mode of action and inform potential DART risk by way of potency comparisons and/or a margin of internal exposure approach.",Homo sapiens,Incorporation of In Vitro Techniques for Botanicals Dietary Supplement Safety Assessment – Towards evaluation of Developmental and Reproductive Toxicity (DART)
2020-05-01,3619,GSE142023,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE142nnn/GSE142023/,200142023,2020-05-01,GSE,"To assess the possible mechanisms by which UTP18 promotes adenoma carcinogenesis, RNA-seq assay was performed to compare UTP18 overexpress A0529 adenoma with scramble.",Homo sapiens,UTP18 as an oncogene promotes colorectal adenoma to carcinoma progression
2020-05-01,3622,GSE138347,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE138nnn/GSE138347/,200138347,2020-05-01,GSE,This SuperSeries is composed of the SubSeries listed below.,Homo sapiens,The transcriptomic signature of painful and non-painful human NF2 schwannomas
2020-05-01,3623,GSE138346,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE138nnn/GSE138346/,200138346,2020-05-01,GSE,"Schwannomas are benign peripheral nerve sheath tumors that are associated with substantial morbidity including severe, persistent pain. Treatment, essentially limited to surgical resection, is associated with significant morbidity and for many patient’s efficacious treatment of tumor-related pain is not achievable. There is an urgent need to elucidate the molecular mechanisms underlying schwannoma-induced pain as a first step in development of new therapeutics. In this study, we performed next-generation RNASequencing on a small cohort of formalin fixed paraffin-embedded, painful, and non-painful schwannoma samples obtained from Neurofibromatosis type 2 (NF2) patients. Differential gene and isoform level expression analysis revealed significant transcriptomic differences between painful and non-painful tumors; differentially regulated genes included members of the fibroblast growth factor (FGF) family of genes. Using a xenograft model of human-NF2 we demonstrated that over-expression of FGF7 in schwannoma cells was associated with the development of pain-like behaviors. These results demonstrate both the value of RNASeq utilizing formalin fixed tissues and reveal a novel pathway responsible for neoplasm-associated pain.",Homo sapiens,The transcriptomic signature of painful and non-painful human NF2 schwannomas [set2]
2020-05-01,3624,GSE138344,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE138nnn/GSE138344/,200138344,2020-05-01,GSE,"Schwannomas are benign peripheral nerve sheath tumors that are associated with substantial morbidity including severe, persistent pain. Treatment, essentially limited to surgical resection, is associated with significant morbidity and for many patient’s efficacious treatment of tumor-related pain is not achievable. There is an urgent need to elucidate the molecular mechanisms underlying schwannoma-induced pain as a first step in development of new therapeutics. In this study, we performed next-generation RNASequencing on a small cohort of formalin fixed paraffin-embedded, painful, and non-painful schwannoma samples obtained from Neurofibromatosis type 2 (NF2) patients. Differential gene and isoform level expression analysis revealed significant transcriptomic differences between painful and non-painful tumors; differentially regulated genes included members of the fibroblast growth factor (FGF) family of genes. Using a xenograft model of human-NF2 we demonstrated that over-expression of FGF7 in schwannoma cells was associated with the development of pain-like behaviors. These results demonstrate both the value of RNASeq utilizing formalin fixed tissues and reveal a novel pathway responsible for neoplasm-associated pain.",Homo sapiens,The transcriptomic signature of painful and non-painful human NF2 schwannomas [set1]
2020-05-01,3625,GSE138127,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE138nnn/GSE138127/,200138127,2020-05-01,GSE,To understand the role of FGFR1 in the MCL progression.,Homo sapiens,Gene expression signatures for FGFR1 Knockdown in Mantle cell lymphoma cell line (Z-138)
2020-05-01,3627,GSE132341,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132341/,200132341,2020-05-01,GSE,"This SuperSeries is composed of the SubSeries listed below. MicroRNAs are predicted to regulate the expression of more than 60% of mammalian genes and play fundamental roles in most biological processes. Deregulation of miRNA expression is a hallmark of most cancers and further investigation of mechanisms controlling miRNA biogenesis is needed. The dsRNA-binding protein, NF90 has been shown to act as a competitor of Microprocessor for a limited number of pri-miRNAs. Here, we show that NF90 has a more widespread effect on pri-miRNA biogenesis than previously thought. Genome-wide approaches revealed that NF90 is associated with the stem region of 38 pri-miRNAs, in a manner that is largely exclusive of Microprocessor. Following loss of NF90, 25 NF90-bound pri-miRNAs showed increased abundance of mature miRNA products. NF90-targeted pri-miRNAs are highly stable, having a lower free energy and fewer mismatches compared to all pri-miRNAs. Mutations leading to less stable structures reduced NF90 binding while increasing pri-miRNA stability led to ac quisition of NF90 association, as determined by RNA EMSA. NF90-bound and modulated pri-miRNAs are embedded in introns of host genes and expression of several is concomitantly modulated, including an oncogene implicated in metastasis of hepatocellular carcinoma, TIAM2. These data suggest that NF90 controls the processing of a subset of highly stable, intronic miRNAs.",Homo sapiens,NF90 Modulates Processing of a Subset of Human Pri-miRNAs
2020-05-01,3628,GSE132339,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132339/,200132339,2020-05-01,GSE,The effect of NF90 on the abundance of miRNAs was measured using small RNA-seq.,Homo sapiens,small RNA-seq in HepG2 cells
2020-05-01,3629,GSE132332,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132332/,200132332,2020-05-01,GSE,The effect of NF90 on transcript abundance was measured using RNA-seq.,Homo sapiens,Paired-end RNA-seq in HepG2 cells
2020-05-01,3630,GSE131416,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE131nnn/GSE131416/,200131416,2020-05-01,GSE,"The Tp53 gene encodes the famous tumor suppressor protein p53. This gene is encoded in 11 exons and various alternative spliced versions of the transcripts have been detected. Here we generated targeted mutations in human colon cancer cell line HCT116 using CRISPR/Cas9 genome editing tools. The mutations were targeted to the 5' end of Tp53 gene exon 11. CRISPR/Cas9 transfected cells were allowed to repair double stranded breaks by non-homologous end joining. Mutant cell pools were single cell cloned and analyzed by Sanger DNA sequencing. Three mutant clones, mut4, mut5 and mut9 were found to contain biallelic homozygous mutations. Poly adenylated RNA was isolated from mutant cell pools was isolated and sequenced by Illumina RNASeq in triplicate. We find that exon 11 mutations result in the alternative splicing of earlier exons and cause the expression of the p53beta alternative splice product. This C-terminally deleted protein has been associated with the induction of senescence. We thus identify an exonic splicing silencer in exon 11 of the Tp53 gene which normally suppressed alternative splicing events that encode the p53beta variant. This sequence and the factors that associate with it are prime candidates for targeting, which may induce p53beta splicing and the induction of senescence in tumors.",Homo sapiens,p53 exon 11 mutants generated by CRISPR/Cas9 result in aberrant alternative splicing.
2020-05-01,3631,GSE130728,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE130nnn/GSE130728/,200130728,2020-05-01,GSE,Our study is to reveal the molecular mechanism associated with Brusatol-mediated inhibition. RNA-Seq experiment was performed with Brusatol-treated EBV-transformed LCLs to investigate its ability to regulate the cellular transcription program.,Homo sapiens,Novel analogs of the Quassinoid family inhibitor for treatment of hematologic malignancies
2020-05-01,3633,GSE126133,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE126nnn/GSE126133/,200126133,2020-05-01,GSE,This SuperSeries is composed of the SubSeries listed below.,Homo sapiens,Distinct fibroblast functional states drive clinical outcomes in ovarian cancer and are regulated by TCF21
2020-05-01,3634,GSE126132,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE126nnn/GSE126132/,200126132,2020-05-01,GSE,"Recent studies indicate that cancer-associated fibroblasts (CAFs) are phenotypically and functionally heterogeneous. However, little is known about CAF subtypes and the roles they play in cancer progression. Here we identify and characterize two CAF subtypes that coexist within high grade serous ovarian cancers: Fibroblast activation protein (FAP)-high (FH) CAFs resemble the classical myofibroblast-type CAF, whereas FAP-low (FL) CAFs possesses a preadipocyte-like molecular signature.",Homo sapiens,Distinct fibroblast functional states drive clinical outcomes in ovarian cancer and are regulated by TCF21
2020-05-01,3635,GSE126131,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE126nnn/GSE126131/,200126131,2020-05-01,GSE,"Recent studies indicate that cancer-associated fibroblasts (CAFs) are phenotypically and functionally heterogeneous. However, little is known about CAF subtypes and the roles they play in cancer progression. Here we identify and characterize two CAF subtypes that coexist within high grade serous ovarian cancers: Fibroblast activation protein (FAP)-high (FH) CAFs resemble the classical myofibroblast-type CAF, whereas FAP-low (FL) CAFs possesses a preadipocyte-like molecular signature.",Homo sapiens,Distinct fibroblast functional states drive clinical outcomes in ovarian cancer and are regulated by TCF21
2020-05-01,3636,GSE125928,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE125nnn/GSE125928/,200125928,2020-05-01,GSE,This SuperSeries is composed of the SubSeries listed below.,Homo sapiens,Genome-wide screen of transcription co-regulators identifies GLIS2 as a repressor for p53 target genes
2020-05-01,3637,GSE125927,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE125nnn/GSE125927/,200125927,2020-05-01,GSE,"GLIS2, a member of the sub-family of Krüppel-like zinc finger proteins, has been linked to the development of nephronophthisis, while few studies have been conducted on the connection between tumorigenesis and GLIS2. In the current study, we identified GLIS2 as a repressor for p53 target genes, such as PUMA. GLIS2 ChIP-seq demonstrated that GLIS2 binds directly on PUMA promoter. In addition, GLIS2 inhibits the binding of p53 on PUMA promoter region and the modification of H3K27ac on PUMA enhancer. Taken together, GLIS2 is identified as an oncogene in colorectal cancer.",Homo sapiens,Genome-wide screen of transcription co-regulators identifies GLIS2 as a repressor for p53 target genes [ChIP-seq]
2020-05-01,3638,GSE125920,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE125nnn/GSE125920/,200125920,2020-05-01,GSE,"GLIS2, a member of the sub-family of Krüppel-like zinc finger proteins, has been linked to the development of nephronophthisis, while few studies have been conducted on the connection between tumorigenesis and GLIS2. In the current study, we identified GLIS2 as a repressor for p53 target genes, such as PUMA. GLIS2 ChIP-seq demonstrated that GLIS2 binds directly on PUMA promoter. In addition, GLIS2 inhibits the binding of p53 on PUMA promoter region and the modification of H3K27ac on PUMA enhancer. Taken together, GLIS2 is identified as an oncogene in colorectal cancer.",Homo sapiens,Genome-wide screen of transcription co-regulators identifies GLIS2 as a repressor for p53 target genes [RNA-seq]
2020-05-01,3641,GSE114848,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE114nnn/GSE114848/,200114848,2020-05-01,GSE,"Gene expression differences, combined with distinct patterns of genomic rearrangements and epigenetic modifications constitute the bases of molecular classification of breast cancer. Molecular subtypes may originate from different cell lineages in the mammary gland, but also from the early activation of oncogenes that may drive the establishment of these molecular subtypes. However, in the natural history of human cancer, it is difficult to discriminate between these two factors : cell lineage and initial oncogenic alterations. In this work, we designed an experimental strategy aiming at determining whether activation of distinct oncogenic pathways in human mammary epithelial cells (HMEC) could lead to different patterns of genetic and epigenetic changes. This work suggests that the early activation of oncogenes is an important determinant of the establishment of breast cancer molecular subtypes along with cell lineage origin.",Homo sapiens,"mRNA Expression data from Human Mammary Epithelial Cells (HMECs) transduced with shp53, HRASV12, WNT1 and CCNE1 [mRNA expression]"
