date,Unnamed: 0,Accession,FTPLink,Id,PDAT,entryType,summary,taxon,title
2019-05-01,8650,GSE123398,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE123nnn/GSE123398/,200123398,2019-05-01,GSE,"Diffuse large B cell lymphoma (DLBCL), the most common non-Hodgkin lymphoma, includes two main molecular subtypes: activated B cell-like (ABC) DLBCL and germinal center B cell-like (GCB) DLBCL. ABC DLBCL is more aggressive, with the activated JAK1-STAT3 pathway that promotes cell survival. In order to study the underlying pathogenic mechanism, we performed a ChIP-seq experiment by phospho-STAT3(Tyr705) antibody in ABC DLBCL cell lines, and identified 3,456 STAT3 target genes genome-wide. In parallel, ChIP-seq experiment was performed with STAT3 antibody in α-IgM stimulated naïve B cells for verification of these targets of STAT3 protein. TMD8 was treated by eithor DMSO or AZD1480 (JAK inhibitor) for 4hrs, ChIP-seq experiments were performed by pSTAT3(Tyr705) antibody (#9145S, Cell signaling). Naïve B cells were collected from peripheral blood mononuclear cells by Naive B Cell Isolation kit (miltenyi biotec; 130-091-150), and treated by 10ug/ml α-IgM (southernbiotech; #2020-01) for 24hrs. ChIP-seq experiments were performed by STAT3 antibody (SC-482X, Santa Cruz).",Homo sapiens,Genome-wide analysis of pSTAT3 (Tyr705) in diffuse large B-cell lymphoma
2019-05-01,8651,GSE122985,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE122nnn/GSE122985/,200122985,2019-05-01,GSE,"The human colorectal cancer cell line HCT116 was cultured in media alone, with gemcitabine (GEM), oxaliplatin (OXP), docetaxel (DOC), Artesunate (ARS), Lenalidomide, camptothecin (CAM) or interferon-γ for 4 hours. RNA was then isolated from from the cells by Trizol. Total RNA was labelled and hybridised to Illumina Human HT-12v3 arrays.",Homo sapiens,Genome-wide analysis of gene changes caused by chemotherapy
2019-05-01,8656,GSE122773,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE122nnn/GSE122773/,200122773,2019-05-01,GSE,"Neurofibromatosis type 1 (NF1) patients are predisposed to develop neurofibromas but the underlying molecular mechanism(s) of neurofibromagenesis are not fully understood. We showed that dual genetic deletion of Runx1 (Rx1) and Runx3 (Rx3) in Schwann cells (SCs) and Schwann cell precursors (SCPs) significantly delayed neurofibromagenesis and prolonged mouse survival. We identified peripheral myelin protein 22 (Pmp22/Gas3) related to tumor initiation. Knockdown of Pmp22 with shRNAs increased Rx1fl/fl;Rx3fl/fl;Nf1fl/fl;DhhCre sphere numbers and enabled significantly more neurofibroma like micro-lesions on transplantation. Conversely, overexpression of Pmp22 in mouse neurofibroma SCs decreased proliferation. Mechanistically, Rx1/3 regulated alterative Pmp22 promoter usage and reduced post transcriptional expression of Pmp22. Finally, pharmacological inhibition of Runx/core binding factor beta (Cbf-β) activity significantly reduced neurofibroma volume in vivo. Thus, we identified a novel signaling pathway involving Rx1/3 suppression of Pmp22 in neurofibroma initiation and/or maintenance. Targeting disruption of Runx/Cbf-β interaction might provide a novel therapy for neurofibroma patients.",Homo sapiens,Runx1 and Runx3 cooperatively repress Pmp22 to drive neurofibromagenesis [microarray]
2019-05-01,8659,GSE118845,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE118nnn/GSE118845/,200118845,2019-05-01,GSE,"FOXM1 activated RRM2 drives poor outcomes in major PC subtype classifications (PCS and PAM50 classifiers),and targeting RRM2 and its key TFs (e.g. FOXM1) abrogate PC progression.",Homo sapiens,"Unraveling a mechanism driving poor-prognosis prostate cancer: overexpression of the DNA repair gene, ribonucleotide reductase small subunit M2"
2019-05-01,8661,GSE116132,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE116nnn/GSE116132/,200116132,2019-05-01,GSE,This SuperSeries is composed of the SubSeries listed below.,Homo sapiens,Chromosomal deletion and chromatin remodeling Drive ABT-199 Resistance in B-cell Lymphomas
2019-05-01,8662,GSE116129,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE116nnn/GSE116129/,200116129,2019-05-01,GSE,"Drug-tolerant “persister” cells underlie the emergence of drug-resistant clones and allow residual tumors to survive therapy; thus, represent an attractive therapeutic target to mitigate relapse. With the promising outcome, yet some resistance cases surfaced after the approval of venetoclax (ABT-199), we defined a novel invasive drug resistance mechanism induced by Bcl2 inhibitor via examining the evolution of drug tolerant persister clones generated with ABT-199 treatment. The ABT-199 drug-tolerant persister cells showed genetic alteration by losing the copy number at 18q21 paralleled with BCL2, PMAIP1 and TCF4 gene downregulation. The persister status are generated through major enhancer-remodeling mediated transcriptional activation of the super enhancer, which offered unique opportunity for overcoming the drug resistance. The insight of major determinant for ABT-199 persistence evolution identified the molecular vulnerability in Bcl2 inhibitor resistant lymphoma cells through CDK7 pathway inhibition. The combined CDK7 and BCL2 inhibition was found to be more effective against ABT-199 persistence ex vivo and in vivo rather than the parental line, and CDK7 inhibition eliminated the persister phenotype by blocking dynamic active enhancer formation to further prevent the evolution of drug resistance. Together, these studies unified genetic alteration and non-mutational adaptive response as a drug resistance mechanism, more importantly, demonstrated a rationale for transcriptional inhibition-based combination strategies to prevent and overcome drug resistance in B-cell malignancies.",Homo sapiens,Chromosomal deletion and chromatin remodeling Drive ABT-199 Resistance in B-cell Lymphomas [RNA-seq]
2019-05-01,8663,GSE116097,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE116nnn/GSE116097/,200116097,2019-05-01,GSE,"Drug-tolerant “persister” cells underlie the emergence of drug-resistant clones and allow residual tumors to survive therapy; thus, represent an attractive therapeutic target to mitigate relapse. With the promising outcome, yet some resistance cases surfaced after the approval of venetoclax (ABT-199), we defined a novel invasive drug resistance mechanism induced by Bcl2 inhibitor via examining the evolution of drug tolerant persister clones generated with ABT-199 treatment. The ABT-199 drug-tolerant persister cells showed genetic alteration by losing the copy number at 18q21 paralleled with BCL2, PMAIP1 and TCF4 gene downregulation. The persister status are generated through major enhancer-remodeling mediated transcriptional activation of the super enhancer, which offered unique opportunity for overcoming the drug resistance. The insight of major determinant for ABT-199 persistence evolution identified the molecular vulnerability in Bcl2 inhibitor resistant lymphoma cells through CDK7 pathway inhibition. The combined CDK7 and BCL2 inhibition was found to be more effective against ABT-199 persistence ex vivo and in vivo rather than the parental line, and CDK7 inhibition eliminated the persister phenotype by blocking dynamic active enhancer formation to further prevent the evolution of drug resistance. Together, these studies unified genetic alteration and non-mutational adaptive response as a drug resistance mechanism, more importantly, demonstrated a rationale for transcriptional inhibition-based combination strategies to prevent and overcome drug resistance in B-cell malignancies.",Homo sapiens,Chromosomal deletion and chromatin remodeling Drive ABT-199 Resistance in B-cell Lymphomas [ChIP-seq]
2019-05-01,8664,GSE115010,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE115nnn/GSE115010/,200115010,2019-05-01,GSE,"Change of gene expression profile by EZH2 silencing EZH2 is overexpressed in a number of malignancies, and is an attractive target for cancer treatment. The overexpression of EZH2 was significantly associated with disease free survival and overall survival of patients with ovarian cancer. EZH2 silencing resulted in decreased cell viability and invasion ability, and increased apoptosis. EZH2 silencing significantly enhanced cytotoxicity of paclitaxel, docetaxel and cisplatin in Hec-1A and Ishikawa cells. EZH2 silencing using siRNA incorporated into chitosan nanoparticles (siRNA/CH) resulted in significant inhibition of tumor growth compared to control siRNA/CH. Moreover, EZH2 siRNA/CH in combination with taxanes showed robust anti-tumor effects compared to monotherapy groups. These effects were associated with decreased tumor cell proliferation and angiogenesis, and increased tumor cell apoptosis. Genomic analyses revealed that EZH2 gene silencing resulted in decreased expression of many genes associated with tumor growth.",Homo sapiens,Biological significance of EZH2 in uterine cancer
2019-05-01,8665,GSE114964,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE114nnn/GSE114964/,200114964,2019-05-01,GSE,"Epigenomic data on transcription factor occupancy and chromatin accessibility can elucidate the developmental origin of cancer cells and reveal the enhancer landscape of key oncogenic transcriptional regulators. However, in many cancers, epigenomic analyses have been limited, and computational methods to infer regulatory networks in tumors typically use expression data alone, or rely on transcription factor (TF) motifs in annotated promoter regions. Here, we develop a novel machine learning strategy called PSIONIC (patient-specific inference of networks informed by chromatin) to combine cell line chromatin accessibility data with large tumor expression data sets and model the effect of enhancers on transcriptional programs in multiple cancers. We generated a new ATAC-seq data set profiling chromatin accessibility in gynecologic and basal breast cancer cell lines and applied PSIONIC to 723 RNA-seq experiments from ovarian, uterine, and basal breast tumors as well as 96 cell line RNA-seq profiles. Our computational framework enables us to share information across tumors to learn patient-specific inferred TF activities, revealing regulatory differences between and within tumor types. Many of the identified TF regulators were significantly associated with survival outcome in basal breast, uterine serous and endometrioid carcinomas. Moreover, PSIONIC-predicted activity for MTF1 in cell line models correlated with sensitivity to MTF1 inhibition. Therefore computationally dissecting the role of TFs in gynecologic cancers may ultimately advance personalized therapy.",Homo sapiens,Chromatin-informed inference of transcriptional programs in gynecologic cancers [ATAC-Seq]
2019-05-01,8667,GSE112910,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE112nnn/GSE112910/,200112910,2019-05-01,GSE,"Breast cancer is a disease with diverse phenotypes, and while the progression of breast cancer from a localized lesion to metastatic disease is well understood clinically. Our previous study genetically linked the FRY gene with differential susceptibility to mammary carcinogenesis; however, little is known about the mechanistic insights of FRY in mammalian cells and breast cancer progression. Through RNA-Seq analysis of series of constructed cell lines based on highly malignant triple-negative human breast cancer cells MDA-MB-231, we show that enhanced FRY induces massive changes in gene expression, which favor signalings and molecules with tumor-suppressive functions and engage in promoting cell differentiation, maintaining the normal and histopathological characteristics of epithelial cells, and in regulating EMT potential of breast cancer cells. As a result, the proliferation, migration and invasion potentials of breast cancer cells are significantly inhibited both in vitro and in xenograft tumor models. Importantly, consistent with FRY’s anti-tumor progression role, decreased FRY protein levels are correlated with poorly differentiated and aggressive tumor phenotypes in the analysis of two clinically annotated breast cancer cohorts. Our results identify FRY’s potent tumor-suppressive role at the gene transcription and molecular function levels, providing a novel biomarker for breast cancer prognosis and a target for therapeutic intervention.",Homo sapiens,FRY Impacts Breast Cancer Malignancy by Inducing an Enrichment of Genes with Tumor-Suppressive Functions and Affecting EMT Potential of Breast Cancer Cells
2019-05-01,8668,GSE112497,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE112nnn/GSE112497/,200112497,2019-05-01,GSE,Analysis of gene expression in human CAFs with control (shCtrl) or shRNA against NNMT (shNNMT) expression or normal fibroblasts expressing control (Ctrl) or NNMT overexpression (NNMT) constructs. Cells were infected with lentivirus to express the indicated shRNA construct. Hypothesis is that knockdown of NNMT will affect expression of genes via regulation of histone methylation status.,Homo sapiens,Microarray analysis of NNMT overexpression and knockdown in stromal cells
2019-05-01,8669,GSE110767,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE110nnn/GSE110767/,200110767,2019-05-01,GSE,"Previous studies demonstrated that carnosine affects signaling molecules of different pathways in a number of experimental models. However, the primary targets of carnosine are still unknown and its effect on complex signal transduction has not been revealed. This is especially the case for pathways that could be responsible for the anti-neoplastic effect of the dipeptide. Therefore, we performed a phosphoprotein antibody array and RNA-seq experiments with U87 glioblastoma cells treated with 50 mM carnosine for 24h, in order to obtain a precise and coherent picture of carnosine’s influence on signal transduction in single tumor cells.",Homo sapiens,A phosphoproteomic and transcriptomic analysis of carnosine’s action on signaling in glioblastoma
2019-05-01,8670,GSE108735,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108735/,200108735,2019-05-01,GSE,"We aim to identify profiling of circRNAs in renal tissue from renal cell carcinoma patients. In this study, seven paired frozen carcinoma tissues as well as normal tissues from patients with renal cell carcinoma were used for circRNA profiling by second generation of RNA sequencing.",Homo sapiens,circRNA-sequencing for renal cell carcinoma and control
2019-05-01,8671,GSE102674,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE102nnn/GSE102674/,200102674,2019-05-01,GSE,"Background: Mechanistic target of rapamycin (mTOR) is a nodal serine/threonine protein kinase critical for the control of fundamental cellular processes. Dysregulated mTOR signalling has been shown in cancer, COPD and idiopathic pulmonary fibrosis (IPF). mTOR forms the catalytic subunit of 2 protein complexes: mTORC1 and mTORC2 which differ in upstream inputs, downstream effects and sensitivity to the allosteric inhibitor rapamycin. Aim: To compare the effects of the mTORC1 inhibitor rapamycin with an ATP-competitive inhibitor of mTORC1/2, AZD8055, on TGFβ1 induced transcriptional responses during myofibroblast differentiation by RNA-Seq analysis. Methods: Primary human lung fibroblasts were treated with TGFβ1 for 24h to induce myofibroblast differentiation and extra cellular matrix (ECM) production in the presence of rapamycin or AZD8055. Fibroblasts were also treated with rapamycin or AZD8055 without TGFβ1. Total mRNA was analysed by RNA-Seq. Results: On a global transcriptomic level, TGFβ1 significantly affected the expression of ~4,200 genes by more than 1.5 fold, of which ~1,100 changes were reversed by pan-mTORC1/2 inhibition, while being insensitive to rapamycin. Only 15 gene changes were reversed exclusively by rapamycin. Analysis of the rapamycin-insensitive, mTOR sensitive myofibroblast transcriptome revealed ECM-receptor interaction, metabolism and actin cytoskeleton regulation as major affected pathways. Conclusions: Our data support the conclusion that therapeutic approaches aimed at interfering with TGFb1 induced myofibroblast differentiation and ECM production require dual mTOR1/2 inhibition and may, in part, explain the lack of clinical efficacy of everolimus in the context of IPF.",Homo sapiens,Effect of mTORC1 and 2 inhibition on myofibroblast global gene expression 
2019-05-01,8672,GSE98929,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98929/,200098929,2019-05-01,GSE,Detect lncRNA/mRNA expression profiling for 10 human lung samples from NSCLC patients to elucidate the dysregulation of lncRNAs and mRNA in tumorigenesis,Homo sapiens,lncRNA/mRNA expression profiling for 10 human lung samples
2019-05-01,8673,GSE98422,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98422/,200098422,2019-05-01,GSE,"Methods and Materials The high throughput RNA sequencing (RNA-seq) data from kidney biopsies of LN patients and controls was applied studied to screen for candidate lncRNAs. Quantitative real-time polymerase chain reaction(RT-qPCR) was used to detect the expression of lncRNAs and individual IFN-stimulated genes (ISGs). Western blotting and dual-luciferace luciferase reporter assay was adopted to explore the specific function of the candidate lncRNA. Results The expression of lncRNA RP11-2B6.2 was significantly increased in the kidney tissues from LN patients compared with those from healthy controls, and positive correlated with the degree of disease activity and renal injuryinjuries. Additionally, expression of LncRNA RP11-2B6.2 could be stimulated by type I IFN. Silencing it RP11-2B6.2 significantly reduced the expression of a group of interferon-stimulating genes(ISGs) including IFIT1, OAS1, etc., Furthermore, it lncRNA RP11-2B6.2 affected the expression of IFN alpha and beta receptor subunit 1 (IFNAR1), phosphorylation of Jak1 and Stat1, and the luciferase activity induced by interferon stimulated response element(ISRE). Conclusion Long noncoding RNA RP11-2B6.2 is a positive regulator of the type I IFN signaling pathway in LN. It LncRNA RP11-2B6.2 may contribute to the pathogenesis of LN and provide served as a potentially therapeutic target.",Homo sapiens,Identification of long noncoding RNA RP11-2B6.2 as a positive regulator of type I interferon pathway in lupus nephritis
2019-05-01,8675,GSE82057,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE82nnn/GSE82057/,200082057,2019-05-01,GSE,"Dopamine receptor (DRD) antagonist thioridazine (TDZ) has been traditionally prescribed as an anti-psychotic drug. Recent observations have revealed anti-neoplastic effects of TDZ in a variety of neural and non-neural cancers including acute myeloid leukemia (AML). However, the basis of TDZ effects on transformed tissues is not fully understood. We used AML as a model system to study the anti-neoplastic properties of TDZ, as well as the downstream mechanism of action for DRDs in the context of cancer. Our study defines a role for DRDs in regulating neoplastic properties and suggests DRD2 as an attractive therapeutic target for AML.",Homo sapiens,Dopamine receptor allows selective targeting of neoplastic progenitors in human acute myeloid leukemia
2019-04-30,8677,GSE130432,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE130nnn/GSE130432/,200130432,2019-04-30,GSE,We profiled the expression of 104 NRF2 target genes in human erythroid progenitor cells and microvascular endothelial cells to assess spatiotemporal and drug-specific induction profiles for NRF2 target genes.,Homo sapiens,NRF2 target gene expression profile in primary human lung microvascular endothelial cells (HMVEC) and human erythroleukemia cells (K562) treated with dimethyl fumarate (DMF) and CDDO-Methyl Ester (CDDO-Me).
2019-04-30,8678,GSE130417,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE130nnn/GSE130417/,200130417,2019-04-30,GSE,"Transposable elements (TEs) are key to the evolutionary turnover of regulatory sequences. How they can play such an essential role in spite of their genotoxic potential is unknown. Here, we demonstrate that KRABcontaining zinc finger proteins control the timely and pleiotropic engagement of TE-derived cis-regulators of transcription. We first observed that evolutionary recent TEs of the SVA, HERVK and HERVH subgroups are major contributors to chromatin opening during human embryonic genome activation and act as KLF-stimulated enhancers in naïve embryonic stem cells. We then found that KZFPs of corresponding evolutionary ages are simultaneously induced and repress the transcriptional activity of these TEs. We finally determined that the same KZFP-controlled TE-based enhancers later serve as developmental and tissue-specific regulators of gene expression. Thus, by taming the transcriptional impact of TEs during early embryogenesis, KZFPs allow for their genome-wide incorporation into transcriptional networks, thereby contributing to the species-specificity of human genome regulation.",Homo sapiens,Hominid-specific transposable elements and KRAB-ZFPs facilitate human embryonic genome activation and transcription in naïve hESCs [ChIP-seq]
2019-04-30,8679,GSE129076,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE129nnn/GSE129076/,200129076,2019-04-30,GSE,"Dysregulation of miRNA expression is associated with multiple diseases, including cancers where they can have oncogenic or tumor suppressive function. Here we investigated the potential tumor suppressive function of miR-450a, one of the most significantly downregulated miRNAs in ovarian cancer. RNAseq analysis revealed multipe genes involved in the epithelial-to-mesenchymal transition (EMT) were suppressed by miR-450a overexpression ovarian cancer cell line A2780. Consistently, miR-450a overexpression reduced tumor migration, invasion and increased anoikis in A2780 and SKOV-3 cell lines and reduced tumor growth in ovarian xenographic model. Combining AGO-PAR-CLIP and RNAseq analysis, we identified a panel of potential miR-450a targets of which many, including TIMMDC1, MT-ND2, ACO2 and ATP5B, regulate energetic metabolism. miR-450a expression indeed decreased mitochondrial membrane potential but increased glucose uptake and viability after glutamine withdrawal, characteristics of less invasive ovarian cancer cell lines, which are also less dependent on glutamine. In summary, we propose in this work that miR-450a acts as a tumor suppressor in ovarian cancer cells by modulating targets associated with glutaminolysis, which would lead to a decrease in the production of lipids, amino acids and nucleic acids, and also inhibition of signaling pathways associated with EMT",Homo sapiens,miR-450a acts as a tumor suppressor in ovarian cancer by readjusting energy metabolism
2019-04-30,8680,GSE129001,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE129nnn/GSE129001/,200129001,2019-04-30,GSE,We investigated the gene expression profiles of U373MG human astrocytoma cells treated with vehicle (DMSO) or edaravone or carnosic acid) or both edaravone and carnosic acid. Edaravone is a free radical scavenger sold as radicut. Carnosic acid is a phytochemical found in rosemary and sage.,Homo sapiens,U373MG edaravone and carnosic acid
2019-04-30,8681,GSE127965,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE127nnn/GSE127965/,200127965,2019-04-30,GSE,"LNK attenuates IFN-γ (2,000 U/ml, 24 hours) induced gene expression in M202 melanoma cells.",Homo sapiens,LNK suppresses interferon signaling in M202 melanoma cells
2019-04-30,8682,GSE125903,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE125nnn/GSE125903/,200125903,2019-04-30,GSE,To find out the transcriptomic signature of Retinoblastoma compared to adult Retina. The methadology used was RNA sequencing using Illumina Platform.,Homo sapiens,Non-coding and coding transcriptional profiles are significantly altered in pediatric Retinoblastoma tumors
2019-04-30,8684,GSE124557,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE124nnn/GSE124557/,200124557,2019-04-30,GSE,"Many chromatin features play critical roles in regulating gene expression. A complete understanding of gene regulation will require the mapping of specific chromatin features in small samples of cells at high resolution. Here we describe Cleavage Under Targets and Tagmentation (CUT&Tag), an enzyme-tethering strategy that provides efficient high-resolution sequencing libraries for profiling diverse chromatin components. In CUT&Tag, a chromatin protein is bound in situ by a specific antibody, which then tethers a proteinA-Tn5 transposase fusion protein. Activation of the transposase efficiently generates fragment libraries with high resolution and exceptionally low background. All steps from live cells to sequencing-ready libraries can be performed in a single tube on the benchtop or a microwell in a high-throughput pipeline, and the entire procedure can be performed in one day. We demonstrate the utility of CUT&Tag by profiling histone modifications, RNA Polymerase II and transcription factors on low cell numbers and single cells.",Homo sapiens,CUT&Tag for efficient epigenomic profiling of small samples and single cells
